,session_id,event_type_encoded,date,siteName
18052,102,"  (0, 5)	1.0",1666277113.414,1
18101,102,"  (0, 3)	1.0",1666277192.017,1
18102,102,"  (0, 3)	1.0",1666277192.167,1
18103,102,"  (0, 3)	1.0",1666277195.929,1
18104,102,"  (0, 3)	1.0",1666277196.082,1
18105,102,"  (0, 3)	1.0",1666277196.23,1
18106,102,"  (0, 3)	1.0",1666277196.358,1
18107,102,"  (0, 3)	1.0",1666277196.472,1
18108,102,"  (0, 3)	1.0",1666277197.465,1
18109,102,"  (0, 3)	1.0",1666277198.659,1
18110,102,"  (0, 3)	1.0",1666277201.638,1
18111,102,"  (0, 3)	1.0",1666277206.905,1
18122,102,"  (0, 0)	1.0",1666277213.412,1
18123,102,"  (0, 1)	1.0",1666277213.532,1
33583,110,"  (0, 5)	1.0",1666439828.564,0
33584,110,"  (0, 2)	1.0",1666439828.571,0
33586,110,"  (0, 0)	1.0",1666439829.691,0
33585,110,"  (0, 2)	1.0",1666439829.692,0
33587,110,"  (0, 4)	1.0",1666439832.846,0
33588,110,"  (0, 5)	1.0",1666439832.847,0
33589,110,"  (0, 0)	1.0",1666439832.848,0
33590,110,"  (0, 2)	1.0",1666439832.848,0
33617,110,"  (0, 4)	1.0",1666439839.704,0
33618,110,"  (0, 5)	1.0",1666439839.705,0
33616,110,"  (0, 2)	1.0",1666439839.706,0
33619,110,"  (0, 0)	1.0",1666439839.706,0
33657,110,"  (0, 4)	1.0",1666439844.706,0
33660,110,"  (0, 5)	1.0",1666439844.707,0
33658,110,"  (0, 0)	1.0",1666439844.708,0
33659,110,"  (0, 2)	1.0",1666439844.708,0
34159,110,"  (0, 4)	1.0",1666439866.012,0
34161,110,"  (0, 0)	1.0",1666439866.013,0
34162,110,"  (0, 5)	1.0",1666439866.013,0
34160,110,"  (0, 2)	1.0",1666439866.014,0
34164,110,"  (0, 4)	1.0",1666439871.849,0
34165,110,"  (0, 5)	1.0",1666439871.85,0
34166,110,"  (0, 0)	1.0",1666439871.851,0
34163,110,"  (0, 2)	1.0",1666439871.852,0
34177,110,"  (0, 4)	1.0",1666439874.108,0
34176,110,"  (0, 0)	1.0",1666439874.109,0
12663,112,"  (0, 5)	1.0",1666163921.126,1
12664,112,"  (0, 4)	1.0",1666163921.359,1
12665,112,"  (0, 5)	1.0",1666163921.676,1
12666,112,"  (0, 2)	1.0",1666163921.974,1
12667,112,"  (0, 4)	1.0",1666163923.821,1
12668,112,"  (0, 0)	1.0",1666163927.851,1
12669,112,"  (0, 5)	1.0",1666163929.443,1
12670,112,"  (0, 2)	1.0",1666163930.026,1
12671,112,"  (0, 4)	1.0",1666163937.978,1
12672,112,"  (0, 5)	1.0",1666163938.028,1
12673,112,"  (0, 4)	1.0",1666163942.646,1
12674,112,"  (0, 5)	1.0",1666163943.163,1
12675,112,"  (0, 0)	1.0",1666163944.167,1
12676,112,"  (0, 2)	1.0",1666163944.168,1
12677,112,"  (0, 4)	1.0",1666163988.385,1
12678,112,"  (0, 5)	1.0",1666163988.951,1
12679,112,"  (0, 0)	1.0",1666163991.175,1
12680,112,"  (0, 2)	1.0",1666163991.176,1
12681,112,"  (0, 3)	1.0",1666163998.896,1
12682,112,"  (0, 3)	1.0",1666163999.056,1
12683,112,"  (0, 3)	1.0",1666163999.217,1
12684,112,"  (0, 3)	1.0",1666163999.377,1
12685,112,"  (0, 3)	1.0",1666163999.511,1
12686,112,"  (0, 3)	1.0",1666163999.66,1
12687,112,"  (0, 4)	1.0",1666164001.437,1
12688,112,"  (0, 5)	1.0",1666164005.12,1
12689,112,"  (0, 4)	1.0",1666164005.136,1
12690,112,"  (0, 5)	1.0",1666164005.454,1
12691,112,"  (0, 0)	1.0",1666164005.921,1
12692,112,"  (0, 2)	1.0",1666164005.922,1
12693,112,"  (0, 4)	1.0",1666164010.454,1
12694,112,"  (0, 5)	1.0",1666164010.554,1
12695,112,"  (0, 4)	1.0",1666164010.837,1
12696,112,"  (0, 5)	1.0",1666164012.905,1
12697,112,"  (0, 4)	1.0",1666164012.954,1
12698,112,"  (0, 5)	1.0",1666164061.444,1
12699,112,"  (0, 0)	1.0",1666164061.648,1
12700,112,"  (0, 2)	1.0",1666164061.649,1
12701,112,"  (0, 3)	1.0",1666164064.475,1
12702,112,"  (0, 3)	1.0",1666164064.587,1
12703,112,"  (0, 4)	1.0",1666164066.227,1
12704,112,"  (0, 5)	1.0",1666164066.578,1
12705,112,"  (0, 0)	1.0",1666164066.764,1
12706,112,"  (0, 2)	1.0",1666164066.765,1
12707,112,"  (0, 4)	1.0",1666164074.345,1
12708,112,"  (0, 3)	1.0",1666164107.487,1
12709,112,"  (0, 5)	1.0",1666164108.666,1
12710,112,"  (0, 4)	1.0",1666164108.699,1
12711,112,"  (0, 5)	1.0",1666164108.917,1
12712,112,"  (0, 4)	1.0",1666164108.949,1
12713,112,"  (0, 0)	1.0",1666164109.422,1
12714,112,"  (0, 1)	1.0",1666164109.518,1
12715,112,"  (0, 5)	1.0",1666164110.549,1
12716,112,"  (0, 4)	1.0",1666164110.583,1
12717,112,"  (0, 5)	1.0",1666164111.084,1
12718,112,"  (0, 2)	1.0",1666164111.336,1
12719,112,"  (0, 4)	1.0",1666164113.717,1
12731,112,"  (0, 5)	1.0",1666164114.261,1
12732,112,"  (0, 4)	1.0",1666164114.333,1
12733,112,"  (0, 0)	1.0",1666164114.808,1
12734,112,"  (0, 1)	1.0",1666164114.896,1
12735,112,"  (0, 5)	1.0",1666164116.75,1
12736,112,"  (0, 4)	1.0",1666164116.767,1
12737,112,"  (0, 5)	1.0",1666164116.834,1
12738,112,"  (0, 2)	1.0",1666164117.199,1
12739,112,"  (0, 3)	1.0",1666164117.886,1
12740,112,"  (0, 3)	1.0",1666164118.045,1
12741,112,"  (0, 3)	1.0",1666164118.197,1
12742,112,"  (0, 3)	1.0",1666164118.478,1
12743,112,"  (0, 3)	1.0",1666164120.909,1
12744,112,"  (0, 4)	1.0",1666164121.886,1
12745,112,"  (0, 5)	1.0",1666164121.952,1
12746,112,"  (0, 4)	1.0",1666164121.985,1
12747,112,"  (0, 0)	1.0",1666164122.463,1
12748,112,"  (0, 1)	1.0",1666164122.558,1
12749,112,"  (0, 5)	1.0",1666164124.018,1
12750,112,"  (0, 4)	1.0",1666164124.051,1
12751,112,"  (0, 5)	1.0",1666164124.352,1
12752,112,"  (0, 4)	1.0",1666164124.539,1
12753,112,"  (0, 5)	1.0",1666164125.235,1
12754,112,"  (0, 4)	1.0",1666164125.252,1
12809,112,"  (0, 5)	1.0",1666164128.535,1
12810,112,"  (0, 2)	1.0",1666164128.934,1
12811,112,"  (0, 4)	1.0",1666164131.687,1
12876,112,"  (0, 5)	1.0",1666164138.204,1
12877,112,"  (0, 4)	1.0",1666164140.32,1
12908,112,"  (0, 0)	1.0",1666164141.652,1
12909,112,"  (0, 1)	1.0",1666164141.747,1
12925,112,"  (0, 5)	1.0",1666164146.237,1
12926,112,"  (0, 4)	1.0",1666164146.284,1
12927,112,"  (0, 5)	1.0",1666164146.5,1
12928,112,"  (0, 4)	1.0",1666164146.854,1
12990,112,"  (0, 1)	1.0",1666164151.125,1
12991,112,"  (0, 0)	1.0",1666164154.916,1
13004,112,"  (0, 5)	1.0",1666164157.23,1
13005,112,"  (0, 4)	1.0",1666164157.246,1
13006,112,"  (0, 2)	1.0",1666164160.171,1
13007,112,"  (0, 0)	1.0",1666164160.18,1
13047,112,"  (0, 5)	1.0",1666164169.173,1
13048,112,"  (0, 4)	1.0",1666164169.228,1
13108,112,"  (0, 2)	1.0",1666164178.213,1
13109,112,"  (0, 0)	1.0",1666164179.929,1
13110,112,"  (0, 2)	1.0",1666164191.407,1
13111,112,"  (0, 0)	1.0",1666164191.415,1
13112,112,"  (0, 2)	1.0",1666164192.325,1
13113,112,"  (0, 1)	1.0",1666164196.305,1
13134,112,"  (0, 5)	1.0",1666164200.306,1
13135,112,"  (0, 2)	1.0",1666164200.696,1
13136,112,"  (0, 4)	1.0",1666164203.179,1
13137,112,"  (0, 5)	1.0",1666164203.21,1
13138,112,"  (0, 4)	1.0",1666164203.242,1
13179,112,"  (0, 5)	1.0",1666164204.548,1
13180,112,"  (0, 4)	1.0",1666164204.572,1
13181,112,"  (0, 5)	1.0",1666164204.643,1
13182,112,"  (0, 4)	1.0",1666164204.831,1
13183,112,"  (0, 0)	1.0",1666164205.129,1
13184,112,"  (0, 1)	1.0",1666164205.217,1
13218,112,"  (0, 5)	1.0",1666164208.497,1
13219,112,"  (0, 2)	1.0",1666164208.972,1
13220,112,"  (0, 3)	1.0",1666164209.794,1
13221,112,"  (0, 3)	1.0",1666164209.966,1
13222,112,"  (0, 4)	1.0",1666164211.307,1
13240,112,"  (0, 0)	1.0",1666164212.459,1
13241,112,"  (0, 1)	1.0",1666164212.467,1
13260,112,"  (0, 5)	1.0",1666164214.418,1
13261,112,"  (0, 2)	1.0",1666164214.915,1
13262,112,"  (0, 4)	1.0",1666164218.164,1
13263,112,"  (0, 5)	1.0",1666164218.249,1
13264,112,"  (0, 4)	1.0",1666164218.26,1
13282,112,"  (0, 0)	1.0",1666164219.404,1
13283,112,"  (0, 1)	1.0",1666164219.41,1
13300,112,"  (0, 5)	1.0",1666164220.954,1
13301,112,"  (0, 4)	1.0",1666164220.961,1
13302,112,"  (0, 5)	1.0",1666164221.274,1
13303,112,"  (0, 4)	1.0",1666164221.329,1
13350,112,"  (0, 5)	1.0",1666164225.564,1
13351,112,"  (0, 4)	1.0",1666164226.075,1
13352,112,"  (0, 0)	1.0",1666164227.014,1
13353,112,"  (0, 2)	1.0",1666164242.834,1
13354,112,"  (0, 0)	1.0",1666164242.84,1
13355,112,"  (0, 5)	1.0",1666164243.291,1
13356,112,"  (0, 4)	1.0",1666164243.313,1
13427,112,"  (0, 5)	1.0",1666164255.143,1
13428,112,"  (0, 4)	1.0",1666164255.183,1
13429,112,"  (0, 5)	1.0",1666164255.447,1
13430,112,"  (0, 2)	1.0",1666164255.689,1
13431,112,"  (0, 2)	1.0",1666164255.69,1
13432,112,"  (0, 4)	1.0",1666164258.287,1
13452,112,"  (0, 0)	1.0",1666164259.684,1
13453,112,"  (0, 1)	1.0",1666164259.688,1
13477,112,"  (0, 5)	1.0",1666164261.989,1
13478,112,"  (0, 2)	1.0",1666164262.178,1
13479,112,"  (0, 3)	1.0",1666164263.502,1
13480,112,"  (0, 4)	1.0",1666164267.102,1
13481,112,"  (0, 5)	1.0",1666164267.271,1
13482,112,"  (0, 4)	1.0",1666164274.552,1
13503,112,"  (0, 0)	1.0",1666164282.379,1
13504,112,"  (0, 1)	1.0",1666164282.385,1
13526,112,"  (0, 5)	1.0",1666164283.659,1
13527,112,"  (0, 4)	1.0",1666164283.675,1
13528,112,"  (0, 5)	1.0",1666164284.053,1
13529,112,"  (0, 2)	1.0",1666164284.413,1
13530,112,"  (0, 4)	1.0",1666164286.211,1
13531,112,"  (0, 0)	1.0",1666164304.476,1
13532,112,"  (0, 0)	1.0",1666164304.477,1
13564,112,"  (0, 5)	1.0",1666164310.446,1
13565,112,"  (0, 4)	1.0",1666164310.478,1
13566,112,"  (0, 2)	1.0",1666164311.146,1
13567,112,"  (0, 2)	1.0",1666164311.147,1
13568,112,"  (0, 0)	1.0",1666164311.149,1
13569,112,"  (0, 1)	1.0",1666164311.153,1
13570,112,"  (0, 0)	1.0",1666164313.134,1
13571,112,"  (0, 5)	1.0",1666164348.067,1
13572,112,"  (0, 4)	1.0",1666164348.083,1
13573,112,"  (0, 2)	1.0",1666164350.51,1
13574,112,"  (0, 0)	1.0",1666164350.519,1
1455,116,"  (0, 5)	1.0",1666016086.663,0
1456,116,"  (0, 2)	1.0",1666016086.664,0
1502,116,"  (0, 4)	1.0",1666016090.559,0
1503,116,"  (0, 0)	1.0",1666016090.56,0
2408,120,"  (0, 5)	1.0",1666097316.463,0
2409,120,"  (0, 2)	1.0",1666097316.93,0
2410,120,"  (0, 4)	1.0",1666097318.979,0
2411,120,"  (0, 5)	1.0",1666097319.129,0
2412,120,"  (0, 4)	1.0",1666097319.162,0
2413,120,"  (0, 5)	1.0",1666097319.228,0
2414,120,"  (0, 4)	1.0",1666097319.279,0
2415,120,"  (0, 5)	1.0",1666097319.495,0
2416,120,"  (0, 0)	1.0",1666097319.623,0
2417,120,"  (0, 2)	1.0",1666097319.625,0
2418,120,"  (0, 4)	1.0",1666097319.912,0
2419,120,"  (0, 5)	1.0",1666097320.162,0
2420,120,"  (0, 0)	1.0",1666097320.375,0
2421,120,"  (0, 2)	1.0",1666097320.377,0
2422,120,"  (0, 4)	1.0",1666097321.879,0
2423,120,"  (0, 5)	1.0",1666097322.496,0
2424,120,"  (0, 4)	1.0",1666097322.596,0
2425,120,"  (0, 5)	1.0",1666097323.024,0
2426,120,"  (0, 4)	1.0",1666097323.062,0
2427,120,"  (0, 5)	1.0",1666097323.129,0
2428,120,"  (0, 4)	1.0",1666097323.145,0
2429,120,"  (0, 0)	1.0",1666097323.968,0
19152,127,"  (0, 5)	1.0",1666423023.13,0
19153,127,"  (0, 2)	1.0",1666423023.179,0
19168,127,"  (0, 4)	1.0",1666423027.036,0
19167,127,"  (0, 5)	1.0",1666423027.037,0
19169,127,"  (0, 0)	1.0",1666423027.039,0
19170,127,"  (0, 2)	1.0",1666423027.049,0
19182,127,"  (0, 3)	1.0",1666423030.201,0
19183,127,"  (0, 3)	1.0",1666423030.396,0
19184,127,"  (0, 4)	1.0",1666423031.697,0
19185,127,"  (0, 5)	1.0",1666423031.698,0
19186,127,"  (0, 0)	1.0",1666423031.699,0
19187,127,"  (0, 2)	1.0",1666423031.701,0
19189,127,"  (0, 3)	1.0",1666423032.429,0
19196,127,"  (0, 4)	1.0",1666423033.18,0
19195,127,"  (0, 0)	1.0",1666423033.181,0
19197,127,"  (0, 5)	1.0",1666423033.181,0
19198,127,"  (0, 2)	1.0",1666423033.185,0
19200,127,"  (0, 4)	1.0",1666423034.99,0
19201,127,"  (0, 5)	1.0",1666423034.991,0
19202,127,"  (0, 0)	1.0",1666423034.992,0
19203,127,"  (0, 2)	1.0",1666423034.996,0
19210,127,"  (0, 5)	1.0",1666423036.661,0
19212,127,"  (0, 4)	1.0",1666423036.661,0
19211,127,"  (0, 0)	1.0",1666423036.662,0
19213,127,"  (0, 2)	1.0",1666423036.667,0
19217,127,"  (0, 3)	1.0",1666423039.288,0
19218,127,"  (0, 4)	1.0",1666423039.629,0
19219,127,"  (0, 5)	1.0",1666423039.63,0
19220,127,"  (0, 0)	1.0",1666423039.631,0
19221,127,"  (0, 2)	1.0",1666423039.632,0
19226,127,"  (0, 0)	1.0",1666423041.287,0
19227,127,"  (0, 4)	1.0",1666423041.287,0
24430,136,"  (0, 5)	1.0",1666424195.589,1
24431,136,"  (0, 2)	1.0",1666424195.591,1
24433,136,"  (0, 0)	1.0",1666424208.262,1
24434,136,"  (0, 0)	1.0",1666424208.267,1
24435,136,"  (0, 2)	1.0",1666424226.467,1
24436,136,"  (0, 2)	1.0",1666424226.473,1
24437,136,"  (0, 4)	1.0",1666424227.308,1
24438,136,"  (0, 5)	1.0",1666424227.34,1
24439,136,"  (0, 0)	1.0",1666424227.344,1
24440,136,"  (0, 2)	1.0",1666424227.388,1
24442,136,"  (0, 4)	1.0",1666424234.26,1
24443,136,"  (0, 5)	1.0",1666424234.261,1
24444,136,"  (0, 0)	1.0",1666424234.263,1
24445,136,"  (0, 2)	1.0",1666424234.269,1
24470,136,"  (0, 4)	1.0",1666424239.137,1
24471,136,"  (0, 5)	1.0",1666424239.142,1
24472,136,"  (0, 0)	1.0",1666424239.15,1
24473,136,"  (0, 2)	1.0",1666424239.19,1
24496,136,"  (0, 4)	1.0",1666424262.065,1
24497,136,"  (0, 5)	1.0",1666424262.08,1
24498,136,"  (0, 0)	1.0",1666424262.082,1
24499,136,"  (0, 2)	1.0",1666424262.085,1
24500,136,"  (0, 0)	1.0",1666424271.035,1
24501,136,"  (0, 0)	1.0",1666424271.036,1
24503,136,"  (0, 2)	1.0",1666424285.589,1
24502,136,"  (0, 2)	1.0",1666424285.589,1
24514,136,"  (0, 4)	1.0",1666424288.455,1
24515,136,"  (0, 0)	1.0",1666424288.455,1
24517,136,"  (0, 1)	1.0",1666424288.456,1
24548,136,"  (0, 5)	1.0",1666424292.978,1
24549,136,"  (0, 2)	1.0",1666424292.979,1
24621,136,"  (0, 4)	1.0",1666424298.539,1
24622,136,"  (0, 0)	1.0",1666424298.539,1
24620,136,"  (0, 1)	1.0",1666424298.54,1
24712,136,"  (0, 1)	1.0",1666424305.548,1
24738,136,"  (0, 0)	1.0",1666424309.776,1
24741,136,"  (0, 2)	1.0",1666424344.745,1
24753,136,"  (0, 0)	1.0",1666424350.29,1
25898,136,"  (0, 2)	1.0",1666424589.055,1
25944,136,"  (0, 5)	1.0",1666424592.535,1
25945,136,"  (0, 2)	1.0",1666424592.535,1
25947,136,"  (0, 4)	1.0",1666424594.068,1
25946,136,"  (0, 0)	1.0",1666424594.069,1
25948,136,"  (0, 5)	1.0",1666424595.2,1
25949,136,"  (0, 2)	1.0",1666424595.201,1
26103,136,"  (0, 4)	1.0",1666424613.978,1
26104,136,"  (0, 5)	1.0",1666424613.979,1
26105,136,"  (0, 0)	1.0",1666424613.979,1
26106,136,"  (0, 2)	1.0",1666424613.98,1
26124,136,"  (0, 4)	1.0",1666424618.189,1
26125,136,"  (0, 5)	1.0",1666424618.22,1
26126,136,"  (0, 0)	1.0",1666424618.221,1
26127,136,"  (0, 2)	1.0",1666424618.221,1
26253,136,"  (0, 3)	1.0",1666424621.658,1
26254,136,"  (0, 3)	1.0",1666424621.699,1
26255,136,"  (0, 3)	1.0",1666424621.741,1
26264,136,"  (0, 3)	1.0",1666424621.8,1
26634,136,"  (0, 3)	1.0",1666424630.08,1
26673,136,"  (0, 0)	1.0",1666424641.735,1
26674,136,"  (0, 2)	1.0",1666424641.736,1
27072,136,"  (0, 4)	1.0",1666424650.268,1
27073,136,"  (0, 0)	1.0",1666424650.276,1
27069,136,"  (0, 2)	1.0",1666424650.277,1
27193,136,"  (0, 0)	1.0",1666424652.067,1
27194,136,"  (0, 0)	1.0",1666424652.07,1
27455,136,"  (0, 2)	1.0",1666424684.248,1
27456,136,"  (0, 2)	1.0",1666424684.25,1
27459,136,"  (0, 5)	1.0",1666424685.557,1
27668,136,"  (0, 4)	1.0",1666424693.236,1
27669,136,"  (0, 0)	1.0",1666424693.239,1
27670,136,"  (0, 1)	1.0",1666424693.246,1
27704,136,"  (0, 5)	1.0",1666424696.064,1
27705,136,"  (0, 2)	1.0",1666424696.089,1
27882,136,"  (0, 4)	1.0",1666424701.267,1
27883,136,"  (0, 0)	1.0",1666424701.276,1
27884,136,"  (0, 1)	1.0",1666424704.738,1
27886,136,"  (0, 1)	1.0",1666424707.193,1
27921,136,"  (0, 5)	1.0",1666424710.799,1
27922,136,"  (0, 2)	1.0",1666424710.802,1
27936,136,"  (0, 3)	1.0",1666424713.058,1
27937,136,"  (0, 3)	1.0",1666424713.109,1
27938,136,"  (0, 3)	1.0",1666424713.16,1
27939,136,"  (0, 3)	1.0",1666424713.213,1
27960,136,"  (0, 4)	1.0",1666424720.042,1
27961,136,"  (0, 0)	1.0",1666424720.067,1
27962,136,"  (0, 1)	1.0",1666424721.581,1
27963,136,"  (0, 1)	1.0",1666424723.312,1
27964,136,"  (0, 0)	1.0",1666424723.718,1
490,138,"  (0, 5)	1.0",1666014043.851,0
491,138,"  (0, 4)	1.0",1666014043.867,0
492,138,"  (0, 5)	1.0",1666014043.9,0
493,138,"  (0, 4)	1.0",1666014043.965,0
494,138,"  (0, 5)	1.0",1666014044.223,0
495,138,"  (0, 2)	1.0",1666014044.521,0
496,138,"  (0, 4)	1.0",1666014048.833,0
497,138,"  (0, 5)	1.0",1666014049.182,0
499,138,"  (0, 0)	1.0",1666014050.2,0
498,138,"  (0, 2)	1.0",1666014050.202,0
500,138,"  (0, 4)	1.0",1666014050.639,0
501,138,"  (0, 5)	1.0",1666014051.951,0
502,138,"  (0, 4)	1.0",1666014052.557,0
503,138,"  (0, 5)	1.0",1666014056.663,0
504,138,"  (0, 4)	1.0",1666014056.691,0
505,138,"  (0, 5)	1.0",1666014057.084,0
506,138,"  (0, 0)	1.0",1666014057.434,0
507,138,"  (0, 2)	1.0",1666014057.437,0
508,138,"  (0, 3)	1.0",1666014058.676,0
509,138,"  (0, 3)	1.0",1666014058.835,0
510,138,"  (0, 3)	1.0",1666014059.982,0
511,138,"  (0, 3)	1.0",1666014060.161,0
513,138,"  (0, 4)	1.0",1666014073.662,0
512,138,"  (0, 5)	1.0",1666014073.663,0
514,138,"  (0, 4)	1.0",1666014073.67,0
515,138,"  (0, 5)	1.0",1666014074.058,0
516,138,"  (0, 0)	1.0",1666014074.401,0
517,138,"  (0, 2)	1.0",1666014074.403,0
518,138,"  (0, 4)	1.0",1666014076.513,0
519,138,"  (0, 5)	1.0",1666014076.611,0
520,138,"  (0, 0)	1.0",1666014077.105,0
521,138,"  (0, 2)	1.0",1666014077.106,0
522,138,"  (0, 4)	1.0",1666014080.218,0
523,138,"  (0, 5)	1.0",1666014080.864,0
524,138,"  (0, 0)	1.0",1666014081.271,0
525,138,"  (0, 2)	1.0",1666014081.279,0
526,138,"  (0, 4)	1.0",1666014081.558,0
527,138,"  (0, 0)	1.0",1666014082.697,0
528,138,"  (0, 5)	1.0",1666014084.808,0
529,138,"  (0, 4)	1.0",1666014084.819,0
530,138,"  (0, 5)	1.0",1666014084.842,0
531,138,"  (0, 4)	1.0",1666014084.852,0
532,138,"  (0, 5)	1.0",1666014084.909,0
533,138,"  (0, 4)	1.0",1666014095.169,0
534,138,"  (0, 5)	1.0",1666014095.31,0
535,138,"  (0, 4)	1.0",1666014095.837,0
536,138,"  (0, 5)	1.0",1666014096.25,0
537,138,"  (0, 4)	1.0",1666014099.616,0
538,138,"  (0, 5)	1.0",1666014099.659,0
539,138,"  (0, 4)	1.0",1666014099.691,0
540,138,"  (0, 1)	1.0",1666014101.254,0
20336,141,"  (0, 5)	1.0",1666423332.375,0
20337,141,"  (0, 2)	1.0",1666423332.381,0
20364,141,"  (0, 4)	1.0",1666423336.355,0
20363,141,"  (0, 5)	1.0",1666423336.357,0
20365,141,"  (0, 0)	1.0",1666423336.36,0
20366,141,"  (0, 2)	1.0",1666423336.365,0
20382,141,"  (0, 4)	1.0",1666423341.364,0
20384,141,"  (0, 5)	1.0",1666423341.365,0
20383,141,"  (0, 0)	1.0",1666423341.369,0
20385,141,"  (0, 2)	1.0",1666423341.373,0
20400,141,"  (0, 4)	1.0",1666423343.451,0
20402,141,"  (0, 5)	1.0",1666423343.455,0
20401,141,"  (0, 0)	1.0",1666423343.456,0
20403,141,"  (0, 2)	1.0",1666423343.457,0
20418,141,"  (0, 4)	1.0",1666423345.886,0
20419,141,"  (0, 5)	1.0",1666423345.889,0
20421,141,"  (0, 0)	1.0",1666423345.89,0
20420,141,"  (0, 2)	1.0",1666423345.891,0
20435,141,"  (0, 4)	1.0",1666423349.26,0
20436,141,"  (0, 5)	1.0",1666423349.261,0
20437,141,"  (0, 0)	1.0",1666423349.268,0
20438,141,"  (0, 2)	1.0",1666423349.272,0
20454,141,"  (0, 4)	1.0",1666423353.577,0
20455,141,"  (0, 0)	1.0",1666423353.588,0
2538,144,"  (0, 5)	1.0",1666097549.76,0
2539,144,"  (0, 2)	1.0",1666097550.745,0
2540,144,"  (0, 0)	1.0",1666097552.433,0
2541,144,"  (0, 2)	1.0",1666097552.433,0
2542,144,"  (0, 3)	1.0",1666097554.041,0
2543,144,"  (0, 3)	1.0",1666097554.506,0
2544,144,"  (0, 3)	1.0",1666097554.691,0
2545,144,"  (0, 3)	1.0",1666097554.859,0
2546,144,"  (0, 3)	1.0",1666097554.972,0
2547,144,"  (0, 0)	1.0",1666097555.734,0
2548,144,"  (0, 2)	1.0",1666097555.736,0
2549,144,"  (0, 0)	1.0",1666097556.44,0
2550,144,"  (0, 2)	1.0",1666097556.442,0
2551,144,"  (0, 0)	1.0",1666097557.572,0
2552,144,"  (0, 2)	1.0",1666097557.574,0
2553,144,"  (0, 2)	1.0",1666097559.051,0
2554,144,"  (0, 0)	1.0",1666097559.051,0
2555,144,"  (0, 0)	1.0",1666097559.807,0
2556,144,"  (0, 0)	1.0",1666097559.809,0
2557,144,"  (0, 0)	1.0",1666097559.932,0
2558,144,"  (0, 2)	1.0",1666097560.491,0
2559,144,"  (0, 4)	1.0",1666097560.491,0
6480,157,"  (0, 5)	1.0",1666103440.452,0
6481,157,"  (0, 4)	1.0",1666103440.484,0
6482,157,"  (0, 5)	1.0",1666103441.499,0
6483,157,"  (0, 2)	1.0",1666103441.78,0
6484,157,"  (0, 3)	1.0",1666103444.918,0
6485,157,"  (0, 3)	1.0",1666103445.045,0
6486,157,"  (0, 3)	1.0",1666103446.055,0
6487,157,"  (0, 3)	1.0",1666103446.196,0
6488,157,"  (0, 3)	1.0",1666103446.366,0
6489,157,"  (0, 4)	1.0",1666103448.59,0
6490,157,"  (0, 5)	1.0",1666103448.897,0
6491,157,"  (0, 0)	1.0",1666103449.077,0
6492,157,"  (0, 2)	1.0",1666103449.078,0
6493,157,"  (0, 4)	1.0",1666103450.293,0
6494,157,"  (0, 5)	1.0",1666103450.608,0
6495,157,"  (0, 0)	1.0",1666103450.914,0
6496,157,"  (0, 2)	1.0",1666103450.915,0
6497,157,"  (0, 4)	1.0",1666103452.678,0
